"q_id","combined"
"28f75147","<en> What year did Ernest Hemingway write The Old Man and the Sea?  <ar> متى كتب إيرنست هيمنغواي ""الشيخ والبحر""؟  <de> In welchem Jahr hat Ernest Hemingway der alte Mann und das Meer geschrieben?  <es> ¿En qué año Ernest Hemingway escribió El viejo y el mar?  <fr> En quelle année Ernest Hemingway a-t-il écrit Le Vieil Homme et la Mer ?  <it> In quale anno Ernest Hemingway ha scritto ""Il vecchio e il mare""?  <ja> アーネスト・ヘミングウェイが『老人と海』を書いたのは何年ですか？"
"155ddfb0","<en> When did James Joyce write Dubliners?  <ar> متى كتب جيمس جويس Dubliners؟  <de> Wann schrieb James Joyce Dubliner?  <es> ¿Cuándo escribió James Joyce Dublineses?  <fr> Quand James Joyce a-t-il écrit Les Gens de Dublin ?  <it> Quando ha scritto James Joyce ""Gente di Dublino""?  <ja> ジェイムズ・ジョイスが『ダブリン市民』を書き終わったのはいつですか？"
"4e989288","<en> How many movies were made from the Lord of the Rings book series?  <ar> كم عدد الأفلام التي تم إصدارها من سلسلة مؤلفات سيد الخواتم؟  <de> Wie viele Filme wurden basierend auf der Herr der Ringe Buchserie produziert?  <es> ¿Cuántas películas se hicieron de la serie de libros El señor de los anillos?  <fr> Combien de films ont été sortis à partir de la saga littéraire Le Seigneur des anneaux ?  <it> Quanti film sono stati tratti dalla serie di libri Il Signore degli Anelli?  <ja> 『指輪物語』シリーズから映画化した作品はいくつありますか？"
"34b30f70","<en> What's the name of the writer who penned the Pulitzer prize winning novel The Goldfinch?  <ar> اذكّر اسم المؤلف الذي كتب رواية الحسون التي حازت على جائزة بولتيزر؟  <de> Nenne den Schriftsteller, der den Roman Der Distelfink verfasst hat, für den er den Pulitzer Preis erhielt?  <es> ¿Quién escribió la novela The Goldfinch ganadora del premio Pulitzer?  <fr> Quel est le nom de cet auteur qui a obtenu le Prix Pulitzer pour son roman Le Chardonneret ?  <it> Chi è quell'autore che ha composto il romanzo vincitore del premio Pulitzer ""The Goldfinch""?  <ja> ピューリッツァー賞を受賞した小説ゴールドフィンチを書いた作家の名前は？"
"558be8e9","<en> What country gifted the Statue of Liberty to the US?  <ar> ما هي الدولة التي منحت الولايات المتحدة تمثال الحرية؟  <de> Welches Land gab die Freiheitsstatue den USA als Geschenk?  <es> ¿Qué país regaló la Estatua de la libertad a Estados Unidos?  <fr> Quel pays a offert la Statue de la Liberté aux États-Unis ?  <it> Quale Paese ha regalato la Statua della Libertà agli USA?  <ja> 自由の女神をアメリカに寄贈した国は？"
"a32ef2f8","<en> What is the citadel of Moscow called?  <ar> ماذا تُدعى كاتدرائية موسكو؟  <de> Wie wird die Festung in Moskau genannt?  <es> ¿Cómo se llama la ciudadela de Moscú?  <fr> Comment appelle-t-on la citadelle de Moscou ?  <it> Come si chiama la cittadella di Mosca?  <ja> モスクワの要塞は何と呼ばれていますか？"
"8900c412","<en> In which country is the tallest statue in the world located?  <ar> في أي دولة يقع أطول تمثال في العالم؟  <de> In welchem Land befindet sich die höchste Statue der Welt?  <es> ¿En qué ciudad se encuentra la estatua más alta del mundo?  <fr> Dans quel pays se trouve la plus grande statue du monde ?  <it> In che paese si trova la statua più alta del mondo?  <ja> 世界で一番高い銅像がある国はどこ？"
"fc88af00","<en> How tall is the Eiffel Tower?  <ar> كم يبلغ طول برج أيفل؟  <de> Wie hoch ist der Eiffelturm?  <es> ¿Cuánto mide la Torre Eiffel?  <fr> Quelle est la hauteur de la Tour Eiffel ?  <it> Quanto è alta la Torre Eiffel?  <ja> エッフェル塔はどれくらいの高さでしょうか？"
"cc815af7","<en> Who designed The White House?  <ar> من صمم البيت الأبيض؟  <de> Wer entwarf das Weiße Haus?  <es> ¿Quién diseñó la Casa Blanca?  <fr> Qui a conçu la Maison Blanche ?  <it> Chi ha progettato la Casa Bianca?  <ja> ホワイトハウスの設計者は誰？"
"9f1dc301","<en> What color was the Statue of Liberty originally?  <ar> ما هو لون تمثال الحرية في الأصل؟  <de> In welcher Farbe war die Freiheitsstatue ursprünglich?  <es> ¿Cuál era el color original de la Estatua de la Libertad?  <fr> De quelle couleur était la Statue de la Liberté à la base ?  <it> Qual era il colore originale della Statua della Libertà?  <ja> 自由の女神はもともと何色でしたか？"
"4f9bddde","<en> What is Turkey's second largest city?  <ar> ما هي ثاني أكبر مدينة في تركيا؟  <de> Wie heißt die zweitgrößte Stadt der Türkei?  <es> ¿Cuál es la segunda ciudad más grande de Turquía?  <fr> Quelle est la deuxième plus grande ville de Turquie ?  <it> Qual è la seconda città più grande della Turchia?  <ja> トルコの2番目に大きい都市は何ですか？"
"bd3a7d9a","<en> In which city is the Statue of Liberty located?  <ar> في أي مدينة يقع تمثال الحرية؟  <de> In welcher Stadt befindet sich die Freiheitsstatue?  <es> ¿En qué ciudad se encuentra la Estatua de la Libertad?  <fr> Dans quelle ville la Statue de la Liberté se trouve-t-elle ?  <it> In quale città si trova la Statua della Libertà?  <ja> 自由の女神はどの都市にある？"
"97be38c6","<en> What is Germany's largest populated city?  <ar> ما المدينة الأكبر كثافة سكانية في ألمانيا؟  <de> Welche ist Deutschlands Stadt mit der größten Bevölkerung?  <es> ¿Cuál es la ciudad con mayor cantidad de habitantes en Alemania?  <fr> Quelle est la ville d’Allemagne la plus peuplée ?  <it> Qual è la città più popolosa della Germania?  <ja> ドイツで最も人口の多い都市は何ですか？"
"d131931b","<en> In what country is Hadrian's Wall?  <ar> في أي بلد موجود سور هادريان؟  <de> In welchem Land befindet sich der Hadrianswall?  <es> ¿En qué ciudad se encuentra el Muro de Adriano?  <fr> Quel pays abrite le mur d’Hadrien ?  <it> In quale Paese si trova il Vallo di Adriano?  <ja> ハドリアヌスの長城はどこの国にありますか？"
"dd945bc0","<en> Which city is the capital of Mexico?  <ar> أي مدينة هي عاصمة المكسيك؟  <de> Welche Stadt ist die Hauptstadt Mexikos?  <es> ¿Qué ciudad es la capital de México?  <fr> Quelle ville est la capitale du Mexique ?  <it> Qual è la capitale del Messico?  <ja> メキシコの首都はどの都市ですか？"
"26b65c8b","<en> What archaeological site in Mexico was made one of the New Seven Wonders of the World in 2007?  <ar> ما الموقع الأثري في المكسيك الذي صُنِّف كواحد من عجائب الدنيا السبع الجديدة في عام ألفين وسبعة؟  <de> Welches archäologische Stätte in Mexiko wurde im Jahre 2007 zu einem der neuen Weltwunder ernannt?  <es> ¿Qué sitio arqueológico en México fue nominado como una de las nuevas siete maravillas del mundo en 2007?  <fr> Quel site archéologique est devenu l’une des sept nouvelles merveilles du monde en 2007 ?  <it> Quale sito archeologico in Messico è stato definito uno delle sette meraviglie del mondo nel 2007?  <ja> 平成29年に新・世界七不思議に選ばれたメキシコの考古遺跡は何ですか？"
"8259b907","<en> How many steps to the crown of the Statue of Liberty?  <ar> ما عدد درجات السلم إلى تاج تمثال الحرية؟  <de> Wie viele Stufen bis zur Krone der Freiheitsstatue?  <es> ¿Cuántos escalones hay hasta llegar a la corona de la Estatua de la Libertad?  <fr> Combien de marches y a-t-il pour accéder à la couronne de la Statue de la Liberté ?  <it> Quanti sono gli scalini per arrivare alla corona della Statua della Libertà?  <ja> 自由の女神の冠までの階段は何段？"
"a36ce8d9","<en> What is the size of Rio de Janeiro in Brazil?  <ar> كم يبلغ حجم مدينة ريو دي جانيرو في البرازيل؟  <de> Wie groß ist Rio de Janeiro, Brasilien?  <es> ¿Qué tamaño tiene Río de Janeiro, Brasil?  <fr> Quelle est la superficie de Rio de Janeiro au Brésil ?  <it> Quanto è grande Rio de Janeiro in Brasile?  <ja> ブラジルのリオデジャネイロの大きさはどのくらいですか？"
"1d3805fa","<en> Who is credited as the designer of the Christ the Redeemer monument in Brazil?  <ar> مَن يُنسب إليه أنه مصمم تمثال المسيح الفادي في البرازيل؟  <de> Wer wird dafür anerkannt, der Entwerfer des Cristo Redentor Denkmals in Brasilien zu sein?  <es> ¿A quién se lo reconoce como el diseñador del monumento de Cristo Redentor en Brasil?  <fr> À qui est attribuée la conception du monument du Christ Rédempteur au Brésil ?  <it> Chi è il progettista a cui viene attribuito il Cristo Redentore in Brasile?  <ja> ブラジルの「コルコバードのキリスト像」というモニュメントの設計者は誰ですか？"
"a6466af0","<en> In what city is the White House located?  <ar> في أي مدينة يقع البيت الأبيض؟  <de> In welcher Stadt befindet sich das Weiße Haus?  <es> ¿En qué ciudad se ubica la Casa Blanca?  <fr> Dans quelle ville se trouve la Maison Blanche ?  <it> In quale città si trova la Casa Bianca?  <ja> ホワイトハウスはどこにありますか？"
"bebb4204","<en> What is the most populous city in Germany?  <ar> ما هي المدينة الأكثر كثافة سكانية في ألمانيا؟  <de> Wie heißt die bevölkerungsreichste Stadt in Deutschland?  <es> ¿Cuál es la cuidad de Alemania con la mayor cantidad de habitantes?  <fr> Quelle est la ville la plus peuplée d’Allemagne ?  <it> Quale è la città più popolosa in Germania?  <ja> ドイツで人口が最も多い都市はどれですか？"
"ac3f40b6","<en> What city primarily has canals and uses gondolas as the mode of transportation?  <ar> ما المدينة الموجود بها من الأساس قنوات مائية وتستخدم جندولات وسيلة مواصلات فيها؟  <de> Welche Stadt besteht im Prinzip aus Kanälen und benutzt Gondeln als Verkehrsmittel?  <es> ¿Qué ciudad tiene principalmente canales y utiliza góndolas como modo de transporte?  <fr> Quelle ville est principalement constituée de canaux et utilise des gondoles comme moyen de transport ?  <it> Quale città ha principalmente canali e usa gondole come mezzi di trasporto?  <ja> 主に運河があり、ゴンドラを交通手段として使っている都市は何ですか？"
"8db29866","<en> What country gave the US the Statue of Liberty to mark the centennial in 1876 of the United States' Declaration of Independence July 4, 1776?  <ar> ما هي البلد التي منحت الولايات المتحدة تمثال الحرية بمناسبة الذكرى السنوية لإعلان استقلال الولايات المتحدة في الرابع من يوليو 1776؟  <de> Welches Land gab uns die Freiheitsstatue, anlässlich der 1876 Jahrhundertfeier der Unabhängigkeitserklärung der Vereinigten Staaten des 4.Juli 1776?  <es> ¿Qué país le dio la Estatua de la Libertad a EE. UU. en 1876 para indicar el centenario de la Declaración de Independencia de Estados Unidos del cuatro de julio de 1776?  <fr> Quel pays nous a donné la Statue de la Liberté en mille huit cent soixante-seize, pour marquer le centenaire de la Déclaration d’indépendance des États-Unis de mille sept cent soixante-seize ?  <it> Quale paese ha dato agli Stati Uniti la Statua della Libertà, in onore del centenario nel 1876 della Dichiarazione di Indipendenza degli Stati Uniti del 4 luglio 1776?  <ja> 1716年7月4日にアメリカの独立宣言が発表されて以来100周年を記念として、自由の女神像を寄贈してくれた国は何ですか？"
"fc1b766e","<en> What is the population of Mexico City?  <ar> ما عدد سكان مدينة ميكسيكو؟  <de> Wie viele Einwohner hat Mexiko Stadt?  <es> ¿Cuántos habitantes tiene la Ciudad de México?  <fr> Combien d’habitants compte la ville de Mexico ?  <it> Quanti abitanti ci sono a Città del Messico?  <ja> メキシコシティの人口は何人ですか？"
"28bf501e","<en> Who designed the Statue of Liberty?  <ar> مَن صمم تمثال الحرية؟  <de> Wer entwarf die Freiheitsstatue?  <es> ¿Quién diseñó la estatua de la Libertad?  <fr> Qui a conçu la Statue de la Liberté ?  <it> Chi progettò la Statua della Libertà?  <ja> 自由の女神像を設計したのは誰でしょうか？"
"bfbd5e8b","<en> In what country is the Great Wall of China located?  <ar> في أي بلد يقع سور الصين العظيم؟  <de> In welchem Land befindet sich die Chinesische Mauer?  <es> ¿En qué país se ubica la Gran Muralla China?  <fr> Dans quel pays se trouve la Grande Muraille de Chine ?  <it> In quale paese si trova La Grande Muraglia Cinese?  <ja> 万里の長城はどこの国にありますか？"
"61e80610","<en> What World Fair was the Eiffel Tower built for?  <ar> ما هو المعرض العالمي الذي بني لأجله برج إيفل؟  <de> Für welche Weltausstellung wurde der Eiffelturm gebaut?  <es> ¿Para qué feria mundial fue construida la Torre Eiffel?  <fr> Pour quelle exposition internationale la Tour Eiffel a-t-elle été construite ?  <it> Per quale fiera mondiale è stata costruita la Torre Eiffel?  <ja> エッフェル塔は何のために建てられたのでしょうか？"
"0db78efa","<en> The Eiffel Tower can be found in which European capital city?  <ar> برج إيفل يمكن العثور عليه في أي مدينة عاصمة أوروبية؟  <de> Den Eiffelturm kann man in welcher europäischen Hauptstadt finden?  <es> ¿En qué ciudad y capital europea se encuentra la Torre Eiffel?  <fr> Dans quelle capitale européenne se trouve la Tour Eiffel ?  <it> In quale capitale europea si trova la Torre Eiffel?  <ja> エッフェル塔はヨーロッパのどの首都にありますか？"
"05128a46","<en> Which capital city is located on the southern shores of the Firth of Forth in the United Kingdom?  <ar> أي مدينة عاصمة تقع على الشواطئ الجنوبية من مصب نهر فورث في المملكة المتحدة؟  <de> Welche Hauptstadt befindet sich am Südufer des Firth of Forth im Vereinigten Königreich?  <es> ¿Qué ciudad capital se localiza en las playas del sur del Estuario del Forth en el Reino Unido?  <fr> Quelle capitale est située sur la rive sud du firth of forth au royaume-un ?  <it> Qual è la capitale che si trova sulle coste meridionali del Firth of Forth nel Regno Unito?  <ja> イギリスのフォース湾の南岸に位置する首都は？"
"fb544ce5","<en> Which country gifted the Statue of Liberty to the USA?  <ar> أي بلد منحت تمثال الحرية للولايات المتحدة؟  <de> Welches Land gab den USA die Freiheitsstatue als Geschenk?  <es> ¿Qué país regaló la Estatua de la Libertad a los EE. UU.?  <fr> Quel pays a offert la Statue de la Liberté aux États-Unis ?  <it> Quale paese ha donato agli USA la statua della libertà?  <ja> 自由の女神像をアメリカに寄贈した国は？"
"903c35f6","<en> What is the population of Mexico City, Mexico?  <ar> ما التعداد السكاني لمدينة مكسيكو سيتي المكسيكية؟  <de> Wie viele Einwohner hat Mexiko Stadt?  <es> ¿Cuál es la población de la Ciudad de México, México?  <fr> Combien d’habitants compte la ville de Mexico au Mexique ?  <it> Qual è la popolazione della Città del Messico, in Messico?  <ja> メキシコのメキシコシティの人口は何人でしょうか？"
"64086df8","<en> How many rooms does the White House have?  <ar> كم عدد الغرف الموجودة في البيت الأبيض؟  <de> Wie viele Zimmer hat das Weiße Haus?  <es> ¿Cuántos cuartos tiene la Casa Blanca?  <fr> Combien de pièces compte la Maison Blanche ?  <it> Quante stanze ha la Casa Bianca?  <ja> ホワイトハウスにはいくつの部屋がありますか？"
"4e223976","<en> Who created the Statue of Liberty?  <ar> من أقام تمثال الحرية؟  <de> Wer entwarf die Freiheitsstatue?  <es> ¿Quién creó la Estatua de la Libertad?  <fr> Qui a créé la Statue de la Liberté ?  <it> Chi ha creato la Statua della Libertà?  <ja> 自由の女神像を作ったのは誰？"
"697d28d3","<en> What is the most populous city in Spain?  <ar> ما هي المدينة الأكثر ازدحامًا في إسبانيا؟  <de> Wie heißt die bevölkerungsreichste Stadt in Spanien?  <es> ¿Cuál es la ciudad más poblada de España?  <fr> Quelle est la ville la plus peuplée d’Espagne ?  <it> Quale è la città più popolosa di Spagna?  <ja> スペインで最も人口の多い都市はどこですか？"
"27f2db57","<en> Which capital city is sacred for Jews, Christians and Muslims?  <ar> ما هي المدينة المقدسة بالنسبة لليهود والمسيحيين والمسلمين؟  <de> Welche Hauptstadt ist für Juden und Muslime heilig?  <es> ¿Qué ciudad capital es sagrada para judíos, cristianos y musulmanes?  <fr> Quelle capitale est sacrée pour les juifs, les chrétiens et les musulmans ?  <it> Quale città è sacra per i cristiani giudei e mussulmani?  <ja> どの首都がキリスト教とイスラム教に関わっていますか？"
"749f71ae","<en> Which city uses zero stop signs for cars?  <ar> أي مدينة تستخدم علامة ""قف"" للسيارات؟  <de> Welcher Stadt hat keine Stop-Schilder für den Autoverkehr?  <es> ¿Qué ciudad no usa ninguna señal de alto para automóviles?  <fr> Quelle ville n’utilise aucun panneau stop pour les voitures ?  <it> Quale città usa zero segnali degli stop per le automobili?  <ja> 車の停止標識を全く使っていない都市はどれですか？"
"e4b5f505","<en> What is the largest city in Brazil?  <ar> ما هي أكبر مدينة في البرازيل؟  <de> Wie heißt die größte Stadt Brasiliens?  <es> ¿Cuál es la ciudad más grande de Brasil?  <fr> Quelle est la plus grande ville du Brésil ?  <it> Quale è la città più grande nel Brasile?  <ja> ブラジル最大の都市は？"
"1d1edbde","<en> Which major city in Oregon sits on both the Columbia and Willamette Rivers?  <ar> ما هي المدينة الرئيسية في ولاية أوريغون تطل على أنهار كولومبيا وويلاميت؟  <de> Welche größere Stadt in Oregon befindet sich am sowohl am Columbia als auch am Williamette River?  <es> ¿Qué ciudad principal de Oregón se sitúa tanto en el río Columbia como el río Willamette?  <fr> Quelle grande ville de l’Oregon se trouve aussi bien sur le fleuve Columbia, que sur la rivière Willamette ?  <it> Quale principale città nell'Oregon si adagia su entrambi i fiumi del Columbia e Wilamette?  <ja> コロンビア川とウィラメット川の両方に面しているオレゴン州の主要都市は？"
"c8e45231","<en> Who gave the Statue of Liberty to the US?  <ar> من الذي منح تمثال الحرية للولايات المتحدة الأمريكية؟  <de> Wer gab den USA die Freiheitsstatue?  <es> ¿Quién le dio la Estatua de la Libertad a los EE. UU.?  <fr> Qui a offert la Statue de la Liberté aux États-Unis ?  <it> Chi ha consegnato la statua della libertà agli USA?  <ja> 誰がアメリカ合衆国に自由の女神像をあげましたか？"
"c287fcbf","<en> What is the population of Moscow, Russia?  <ar> ما هو التعداد السكاني لمدينة موسكو الروسية؟  <de> Wie viele Einwohner hat Moskau, Russland?  <es> ¿Cuántos habitantes tiene Moscú, Rusia?  <fr> Combien d’habitants compte Moscou, en Russie ?  <it> Quale è la popolazione di Mosca, Russia?  <ja> ロシアのモスクワの人口は？"
"5a09e296","<en> What country gave the Statue of Liberty to the USA?  <ar> ما هي الدولة التي منحت تمثال الحرية للولايات المتحدة الأمريكية؟  <de> Welches Land gab den USA die Freiheitsstatue?  <es> ¿Qué país obsequió la Estatua de la Libertad a los EE. UU.?  <fr> Quel pays a donné la Statue de la Liberté aux États-Unis ?  <it> Quale paese ha consegnato la statua della libertà agli USA?  <ja> アメリカに自由の女神像をあげたのはどの国ですか？"
"0d727eb7","<en> What is the total area of the Forbidden City Palace complex in china?  <ar> ما هي المساحة الكلية للمدينة المحرّمة التي تقع في الصين؟  <de> Was ist die Gesamtgrundfläche der Schlossanlage der Verbotenen Stadt in China?  <es> ¿Cuál es el área total del complejo del palacio de la Ciudad Prohibida en China?  <fr> Quelle est la superficie totale du complexe du Palais de la Cité interdite en Chine ?  <it> Quanto è il totale dell'area del complesso del palazzo della città proibita in Cina?  <ja> 中国の紫禁城の総面積は何でしょうか？"
"dfdb2512","<en> When did construction of the Eiffel Tower start?  <ar> متى تم البدء في تشييد برج إيفّل؟  <de> Wann begann der Bau des Eiffelturms?  <es> ¿Cuándo inició la construcción de la Torre Eiffel?  <fr> Quand a commencé la construction de la Tour Eiffel ?  <it> Quando ebbe inizio la costruzione della torre Eiffel?  <ja> エッフェル塔の建設はいつから始まったのですか？"
"994837ff","<en> In what year was the Statue of Liberty completed?  <ar> في أي عام تم الانتهاء من تشييد تمثال الحرية؟  <de> In welchem Jahr wurde die Freiheitsstatue fertiggestellt?  <es> ¿En qué año se completó la Estatua de la Libertad?  <fr> En quelle année la Statue de la Liberté a-t-elle été achevée ?  <it> In che anno è stata completata la Statua della Libertà?  <ja> 自由の女神像が完成したのは何年でしょうか？"
"38243543","<en> How many feet tall is the Statue of Liberty?  <ar> كم يصل طول تمثال الحرية؟  <de> Wie hoch ist die Freiheitsstatue (in Fuß)?  <es> ¿Cuántos pies de altura mide la Estatua de la Libertad?  <fr> Combien de pieds la Statue de la Liberté mesure-t-elle ?  <it> Quanti piedi è alta la Statua della Libertà?  <ja> 自由の女神の高さは何フィートですか？"
"b29e1c05","<en> When was the Statue of Liberty built?  <ar> متى تم بناء تمثال الحرية؟  <de> Wann wurde die Freiheitsstatue gebaut?  <es> ¿Cuándo se construyó la Estatua de la Libertad?  <fr> Quand a été construite la Statue de la Liberté ?  <it> Quando è stata eretta la Statua della Libertà?  <ja> 自由の女神はいつ作られたのでしょうか？"
"32911ec8","<en> What year did the Statue of Liberty arrive in America?  <ar> في أي عام وصل تمثال الحرية أمريكا؟  <de> In welchem Jahr gelangte die Freiheitsstatue nach Amerika?  <es> ¿En qué año llegó a los Estados Unidos la Estatua de la Libertad?  <fr> En quelle année est arrivée la Statue de la Liberté en Amérique ?  <it> In che anno è arrivata in America la statua della Libertà?  <ja> 自由の女神がアメリカに来たのは何年ですか？"
"8fe24145","<en> Who gave the US the Statue of Liberty?  <ar> من أعطى الولايات المتحدة تمثال الحرية؟  <de> Wer hat uns die Freiheitsstatue geschenkt?  <es> ¿Quién obsequió la Estatua de la Libertad a EE. UU.?  <fr> Qui a offert la Statue de la Liberté aux États-Unis ?  <it> Chi ha dato agli Stati Uniti la Statua della libertà?  <ja> アメリカに自由の女神を贈ってくれた人は誰ですか？"
"0120f1f9","<en> Cayenne the capital city of French Guiana was used for which strict purpose for 84 years?  <ar> كايين عاصمة مدينة غويانا الفرنسية استخدمت لأي غرض صارم لمدة أربعة وثمانين عامًا؟  <de> Cayenne, die Hauptstadt von Französisch-Guayana, wurde vierundachtzig Jahre lang für welchen strengen Zweck genutzt?  <es> ¿Con qué propósito fue utilizada Cayena, la ciudad capital de Guayana Francesa, durante 84 años?  <fr> À quelle fin stricte Cayenne, la capitale de la Guyane française, a-t-elle été utilisée pendant quatre-vingt-quatre ans ?  <it> Caienna, il capoluogo della Guyana francese, a quale scopo è stata utilizzata per 84 anni?  <ja> フランス領ギアナの首都カイエンヌは、昭和59年間でどのような厳しい目的で使用されていたのでしょうか？"
"936b9eaa","<en> Which German city held trials for World War II war crimes?  <ar> ما هي المدينة الألمانية التي شهدت محاكمات جرائم الحرب في الحرب العالمية الثانية؟  <de> In welcher deutschen Stadt fanden Prozesse wegen Kriegsverbrechen im Zweiten Weltkrieg statt?  <es> ¿Qué ciudad alemana celebró juicios por crímenes de guerra de la Segunda Guerra Mundial?  <fr> Quelle ville allemande a accueilli les procès pour les crimes de guerre de la Seconde Guerre mondiale ?  <it> Quale città tedesca ha subito un processo per crimini di guerra nella seconda guerra mondiale?  <ja> 第二次世界大戦の戦争犯罪の裁判をしたドイツの都市はどこですか？"
"0ac0ec15","<en> What party does the Prime Minister Shinzo Abe represent?  <ar> ما الحزب الذي يمثله رئيس الوزراء شينزو آبي؟  <de> Welche Partei wird vom Premierminister Shinzo Abe vertreten?  <es> ¿A qué partido representa el primer ministro Shinzo Abe?  <fr> Quel parti est représenté par le Premier ministre Shinzo Abe ?  <it> Quale partito rappresenta il primo ministro Shinzo Abe?  <ja> 安倍晋三首相はどの政党の代表ですか？"
"16ad69f1","<en> Who won the last election for prime minister in Iraq?  <ar> مَن فاز بآخر انتخابات لرئيس الوزراء في العراق؟  <de> Wer hat die letzten Wahlen zum Premierminister im Irak gewonnen?  <es> ¿Quién ganó las elecciones para Primer Ministro de Irak?  <fr> Qui a remporté les dernières élections législatives en Irak ?  <it> Chi ha vinto le ultime elezioni come primo ministro in Iraq?  <ja> 前回のイラクの首相選挙では誰が勝ちましたか？"
"1be92c3d","<en> Which president was an army general in World War II?  <ar> أي رئيس كان لواء في الجيش في الحرب العالمية الثانية؟  <de> Welcher Präsident war im zweiten Weltkrieg ein Armeegeneral?  <es> ¿Qué presidente fue un general del ejército en la Segunda Guerra Mundial?  <fr> Quel Président était un Général de l’Armée pendant la Seconde Guerre mondiale ?  <it> Quale presidente è stato un generale dell'esercito nella seconda guerra mondiale?  <ja> 第二次世界大戦で軍将軍だった大統領は誰ですか？"
"aac3db1e","<en> When was Saudi Arabia founded?  <ar> متى تم تأسيس المملكة العربية السعودية؟  <de> Wann wurde Saudi Arabien gegründet?  <es> ¿Cuándo se fundó Arabia Saudita?  <fr> Quand a été fondée l’Arabie Saoudite ?  <it> Quando è stata fondata l'Arabia Saudita?  <ja> サウジアラビアはいつ成立しましたか？"
"90d1921f","<en> What is the only populated continent to not have any form of monarchy?  <ar> ما القارة الوحيدة المأهولة التي لا يوجد بها أي نوع من أنواع الحكم الملكي؟  <de> Welches Kontinent ist das einzige, das nicht über eine Monarchie verfügt?  <es> ¿Cuál es el único continente habitado que no tiene algún tipo de monarquía?  <fr> Quel est le seul continent habité à n’avoir aucune forme de monarchie ?  <it> Qual è l'unico continente popolato a non avere alcuna forma di monarchia?  <ja> 人口の多い大陸で唯一王権が存在しないのは何ですか？"
"08a7c74e","<en> Who is the ruler of Vatican city?  <ar> من هو حاكم مدينة الفاتيكان؟  <de> Wer regiert in der Vatikansstadt?  <es> ¿Quién es el gobernante de la Ciudad del Vaticano?  <fr> Qui est le dirigeant de la Cité du Vatican ?  <it> Chi governa la Città del Vaticano?  <ja> バチカン市国の統治者は誰ですか？"
"537ad5f6","<en> Who is the president of Lebanon?  <ar> مَن رئيس لبنان؟  <de> Wer ist der Präsident von Libanon?  <es> ¿Quién es el presidente del Líbano?  <fr> Qui est le Président du Liban ?  <it> Chi è il presidente del Libano?  <ja> レバノンの大統領は誰ですか？"
"4540a215","<en> Who is the president of Italy?  <ar> مَن هو رئيس إيطاليا؟  <de> Wer ist der Präsident von Italien?  <es> ¿Quién es el presidente de Italia?  <fr> Qui est le Président de l’Italie ?  <it> Chi è il presidente italiano?  <ja> イタリアの大統領は誰ですか？"
"78655c6f","<en> What year was the Palestine Liberation Organization founded?  <ar> في أي عام تم تأسيس منظمة التحرير الفلسطينية؟  <de> In welchem Jahr wurde die Palästinensische Befreiungsorganisation gegründet?  <es> ¿En qué año fue fundada la Organización para la Liberación de Palestina?  <fr> En quelle année a été fondée l’Organisation de libération de la Palestine ?  <it> In quale anno fu fondata l'Organizzazione per la Liberazione della Palestina?  <ja> パレスチナ解放機構は何年に設立されましたか？"
"1fdff125","<en> What best describes Mexico's form of government today?  <ar> ما أفضل توصيف يمكن إطلاقه على حكومة المكسيك اليوم؟  <de> Wie kann man die heutige Regierungsart in Mexiko bezeichnen?  <es> ¿Cómo se describiría la forma de gobierno de México actualmente?  <fr> Qu’est-ce qui décrit le mieux la forme de gouvernement actuelle du Mexique ?  <it> Come può essere meglio descritta la forma di governo di oggi del Messico?  <ja> 今日のメキシコの政府形態を最も説明するものは何ですか？"
"08df5b3f","<en> What territory was transferred from the United Kingdom to the People's Republic of China in 1997?  <ar> ما هي المنطقة التي تم نقل ملكيتها من المملكة المتحدة إلى جمهورية الصين الشعبية في 1997؟  <de> Welches Territorium wurde 1997 vom Vereinigten Königreich an die Volksrepublik China übertragen?  <es> ¿Qué territorio transfirió el Reino Unido a la República Popular China en 1997?  <fr> Quel territoire a été transféré du royaume-uni à la république populaire de Chine en mille neuf cent quatre-vingt-dix-sept ?  <it> Quale territorio è stato trasferito dal Regno Unito alla Repubblica Popolare Cinese nel 1997?  <ja> 平成9年にイギリスから中華人民共和国に移管された領土は何ですか？"
"16b36c0a","<en> What was the European Union's initial aim back in the days?  <ar> ماذا كان هو الهدف الأولي للاتحاد الأوروبي في تلك الأيام؟  <de> Welches war damals der ursprüngliche Zweck der Europäischen Union?  <es> ¿Cuál fue el propósito inicial que tuvo la Unión Europea?  <fr> Quel était l’objectif initial de l’Union européenne à l’époque ?  <it> Qual era l'obiettivo principale dell'Unione Europea in passato?  <ja> 当時の欧州連合の当初の目的は何でしたか？"
"f0e20673","<en> Who is the prime minister of Italy?  <ar> من هو رئيس وزراء إيطاليا؟  <de> Wer ist Premierminister von Italien?  <es> ¿Quién es el primer ministro de Italia?  <fr> Qui est le Premier ministre de l’Italie ?  <it> Chi è il Presidente del Consiglio in Italia?  <ja> イタリアの首相は誰ですか？"
"bf004dc8","<en> Who is the president of Brazil?  <ar> مَن رئيس البرازيل؟  <de> Wer ist Präsident von Brasilien?  <es> ¿Quién es el presidente de Brasil?  <fr> Qui est le Président du Brésil ?  <it> Chi è il presidente del Brasile?  <ja> ブラジルの大統領は誰ですか？"
